year	pnoctiluca_dens	tthynnus_dens	temperature
2012	0	0.0033955857385399	23.5171
2012	0.00374461711290021	0	23.57031111
2012	0	0	24.0113
2012	6.5979381443299	0	24.07825556
2012	1.09606299212598	0	23.3637
2012	0.0125628140703518	0	24.40904
2012	0	0.00188359389715577	24.34213077
2012	0.0788892395077311	0	23.98483
2012	7.05260064648839	0.0146929180135175	23.83335333
2012	0.00420344682639765	0.0126103404791929	24.09662
2012	0.328006728343145	0.00210260723296888	23.5226
2012	0	0	24.32613636
2012	0.00413992962119644	2.0948043883254	24.58578462
2012	0.00313087038196619	0.112711333750783	24.76844545
2012	0.110125420617926	0	24.88601111
2012	0.116959064327485	0	24.01735385
2012	0	0.179362267493357	23.87722
2012	0.00202922077922078	0.018262987012987	23.54806429
2012	0.126786073656671	0.0020124773596297	24.75747778
2012	0.00743218134522482	0.072463768115942	24.07842
2012	0	0.0199828718241507	24.478725
2012	0.0460166810468795	0.0172562553925798	24.06742857
2012	0.0373134328358209	0	25.18216667
2012	0.0949612403100775	0	24.73208
2012	0.0628514720476348	0.00165398610651671	24.64651
2012	0.00103305785123967	0.0196280991735537	24.64628889
2012	0.00954198473282443	0.12881679389313	23.9403125
2012	0	0.762663631189528	24.61181111
2012	0	0.175398633257403	24.20454444
2012	0.0211685012701101	0.0825571549534293	25.01122222
2012	7.01527070800555	0.002313743637205	24.87382
2012	0.624405705229794	0.0618066561014263	24.25192222
2012	0.212728857890148	0.024411508282476	25.43886667
2012	0	0.0165798199905258	25.21574
2012	0.0296655879180151	0	24.17119167
2012	0.0623052959501558	0.366642703091301	24.05355
2012	11.2559676827029	0.00183621006243114	24.12121111
2012	0.366900858704137	0	24.61125556
2012	0.00580158576677625	0.0425449622896925	24.97028
2012	0.00471698113207547	0	24.3205
2012	0.0164301717699776	0.0164301717699776	24.8366
2012	0.00207125103562552	0.0434962717481359	24.4608
2012	0.0222419928825623	0.0822953736654804	24.93482857
2012	0	22.495145631068	24.29567143
2012	0.00640943468786053	0.00640943468786053	24.71224286
2012	0.00321646831778707	0.0128658732711483	24.40265714
2012	6.62743322770484	0.00226346763241286	25.01784
2012	0	1.77483683828861	24.84528
2012	0	0.623210375610578	25.43043333
2012	0	0.0167014613778706	25.4961
2012	0	0.0418012540376211	24.83098182
2012	0	0.0772902932484656	24.79166667
2012	0.00348310693138279	0.00348310693138279	24.86481429
2012	0	0.108753788554109	25.2111
2012	0.00271665308340125	0.138549307253464	25.245025
2012	0	2.33372687918142	24.30977
2012	0	0.00510725229826353	25.21855
2012	0.0241453806074469	0.00635404752827551	24.56396
2012	0.0183789744532255	0.00183789744532255	25.25141111
2012	0	0	24.00943636
2012	0	0.462893081761006	25.03037143
2012	0.0487634970393591	0.0243817485196796	24.49427
2012	0.00334336342360415	0.571715145436309	25.026225
2012	0	0.00319335781574325	24.119525
2012	0	0.0075187969924812	23.70300769
2012	0	0.0309997416688194	25.2240875
2012	0	0.0945017182130584	25.41994444
2012	0	0.10478685401286	24.80971818
2012	0.00219587176108915	0.127360562143171	25.07228333
